"UPDATED","ENTRY_DATE","EVENT_LCL_DATE","EVENT_LCL_TIME","LOC_CITY_NAME","LOC_STATE_NAME","LOC_CNTRY_NAME","RMK_TEXT","EVENT_TYPE_DESC","FSDO_DESC","REGIST_NBR","FLT_NBR","ACFT_OPRTR","ACFT_MAKE_NAME","ACFT_MODEL_NAME","ACFT_MISSING_FLAG","ACFT_DMG_DESC","FLT_ACTIVITY","FLT_PHASE","FAR_PART","MAX_INJ_LVL","FATAL_FLAG","FLT_CRW_INJ_NONE","FLT_CRW_INJ_MINOR","FLT_CRW_INJ_SERIOUS","FLT_CRW_INJ_FATAL","FLT_CRW_INJ_UNK","CBN_CRW_INJ_NONE","CBN_CRW_INJ_MINOR","CBN_CRW_INJ_SERIOUS","CBN_CRW_INJ_FATAL","CBN_CRW_INJ_UNK","PAX_INJ_NONE","PAX_INJ_MINOR","PAX_INJ_SERIOUS","PAX_INJ_FATAL","PAX_INJ_UNK","GRND_INJ_NONE","GRND_INJ_MINOR","GRND_INJ_SERIOUS","GRND_INJ_FATAL","GRND_INJ_UNK"
"No","16-AUG-21","16-AUG-21","00:00:00Z","BOUNTIFUL","UTAH","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, BOUNTIFUL, UT.","ACCIDENT","SALT LAKE CITY FSDO","N8477S","","","CESSNA","182","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","FATAL","Yes","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"No","16-AUG-21","14-AUG-21","16:47:00Z","SALT LAKE CITY","UTAH","UNITED STATES","AIRCRAFT PRACTICING LANDINGS ON A HILL, LOST POWER, CRASHED ON HILLSIDE AND ROLLED, SALT LAKE CITY, UT.","ACCIDENT","SALT LAKE CITY FSDO","N226WM","","","ROBINSON","R22","No","SUBSTANTIAL","PERSONAL","LANDING (LDG)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"No","16-AUG-21","14-AUG-21","00:00:00Z","SOLDOTNA","ALASKA","UNITED STATES","AIRCRAFT CRASHED UNDER UNKNOWN CIRCUMSTANCES, SOLDOTNA, AK.","ACCIDENT","ANCHORAGE FSDO","N3467Y","","","CESSNA","180","No","SUBSTANTIAL","INSTRUCTION","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","16-AUG-21","15-AUG-21","05:45:00Z","OLSON CREEK","ALASKA","UNITED STATES","AIRCRAFT CRASHED DURING TAKEOFF INTO THE BELUGA RIVER, OLSON CREEK, AK.","ACCIDENT","ANCHORAGE FSDO","N4226H","","","PIPER","PA14","No","SUBSTANTIAL","PERSONAL","TAKEOFF (TOF)","91","SERIOUS","No","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"No","16-AUG-21","13-AUG-21","16:48:00Z","CHARLOTTE","NORTH CAROLINA","UNITED STATES","AIRCRAFT EXPERIENCED TURBULENCE, CHARLOTTE, NC.","INCIDENT","CHARLOTTE FSDO","N977UY","AAL1181","AMERICAN AIRLINES","AIRBUS","A321","No","UNKNOWN","COMMERCIAL","EN ROUTE (ENR)","121","MINOR","No","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","16-AUG-21","15-AUG-21","05:35:00Z","SAN JUAN","PUERTO RICO","PUERTO RICO","AIRCRAFT ENCOUNTERED SEVERE TURBULENCE, SAN JUAN, PR.","INCIDENT","SAN JUAN FSDO","N284JB","JBU1433","JET BLUE","EMBRAER","ERJ190","No","UNKNOWN","COMMERCIAL","EN ROUTE (ENR)","121","MINOR","No","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"No","16-AUG-21","14-AUG-21","12:05:00Z","CHRISTIANSTED","ST CROIX","VIRGIN ISLANDS (U.S.)","AIRCRAFT LANDED, BLEW A TIRE AND VEERED OFF RUNWAY INTO THE GRASS, CHRISTIANSTED, VIRGIN ISLANDS.","INCIDENT","SAN JUAN FSDO","N385CA","KAP2521","HYANNIS AIR SERVICE","CESSNA","402","No","UNKNOWN","ON DEMAND","LANDING (LDG)","135","NONE","No","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"No","16-AUG-21","15-AUG-21","18:00:00Z","RICHMOND","VERMONT","UNITED STATES","AIRCRAFT MADE A PRECAUTIONARY LANDING IN A FIELD, RICHMOND, VT.","INCIDENT","PORTLAND ME FSDO","N69AN","","","PZL MIELEC","AN2","No","NONE","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","16-AUG-21","14-AUG-21","19:50:00Z","WALLER","TEXAS","UNITED STATES","AIRCRAFT MADE A FORCED LANDING IN A FIELD, WALLER, TX.","INCIDENT","HOUSTON FSDO","N100GH","","","JUST AIRCRAFT","HIGHLANDER","No","UNKNOWN","PERSONAL","EN ROUTE (ENR)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"No","16-AUG-21","14-AUG-21","19:15:00Z","EAGLE","COLORADO","UNITED STATES","AIRCRAFT GEAR COLLAPSED ON LANDING, EAGLE, CO.","INCIDENT","DENVER FSDO","N377PC","","","LANCAIR","LN4","No","MINOR","PERSONAL","LANDING (LDG)","91","NONE","No","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
